aggregator_type,best_model_path,dropout,feat_name,gpu,lr,model_path_dir,n_epochs,n_hidden,n_layers,shuffle,weight_decay,loss,acc
mean,Graph_ckpt/best_model_0_20211110-07-22,0.5,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.95389618,0.50607268
mean,Graph_ckpt/best_model_0_20211108-00-00,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693198186,0.505928664
lstm,Graph_ckpt/best_model_20211106-09-00,0.5,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.692981419,0.505928664
lstm,Graph_ckpt/best_model_20211106-11-27,0.5,feat-all5,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69326648,0.505928664
lstm,Graph_ckpt/best_model_20211107-18-31,0.2,feat-all4,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.265970318,0.505928664
mean,Graph_ckpt/best_model_0_20211104-09-24,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.777956312,0.505880659
mean,Graph_ckpt/best_model_0_20211107-14-31,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.672670664,0.505880659
mean,Graph_ckpt/best_model_20211107-11-46,0.2,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,2.534660195,0.505832653
lstm,Graph_ckpt/best_model_20211107-05-55,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.69941597,0.505784648
mean,Graph_ckpt/best_model_0_20211109-11-22,0.2,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,13.72514821,0.505736643
lstm,Graph_ckpt/best_model_0_20211104-15-01,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,1.188992088,0.505640632
mean,Graph_ckpt/best_model_0_20211110-16-11,0.5,feat-all7,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,60.40050248,0.505592626
mean,Graph_ckpt/best_model_0_20211105-08-54,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,49.34150722,0.505544621
gcn,Graph_ckpt/best_model_0_20211106-15-34,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.863549728,0.505544621
mean,Graph_ckpt/best_model_0_20211105-22-07,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,26.68007799,0.505496616
mean,Graph_ckpt/best_model_0_20211105-04-36,0.7,feat-all5,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.724620711,0.50544861
mean,Graph_ckpt/best_model_20211104-15-14,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.736313599,0.50544861
mean,Graph_ckpt/best_model_20211105-05-01,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.75938528,0.50544861
lstm,Graph_ckpt/best_model_0_20211110-15-45,0.5,feat-all7,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.756125193,0.505400605
gcn,Graph_ckpt/best_model_20211107-23-20,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.696093244,0.505352599
mean,Graph_ckpt/best_model_0_20211107-21-45,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.692141693,0.505304594
gcn,Graph_ckpt/best_model_0_20211108-10-35,0.5,feat-all5,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.774831366,0.505304594
lstm,Graph_ckpt/best_model_0_20211108-04-21,0.5,feat-all2,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693095978,0.505256589
mean,Graph_ckpt/best_model_20211105-23-46,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.694819387,0.505208583
mean,Graph_ckpt/best_model_20211105-14-23,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,1.079968326,0.505160578
mean,Graph_ckpt/best_model_0_20211104-17-53,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,1.273590609,0.505112573
mean,Graph_ckpt/best_model_0_20211106-07-06,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,29.48876389,0.505112573
lstm,Graph_ckpt/best_model_0_20211110-06-55,0.5,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.744149582,0.505112573
lstm,Graph_ckpt/best_model_0_20211110-22-12,0.7,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.733777998,0.505064567
lstm,Graph_ckpt/best_model_20211103-15-10,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.952367205,0.505064567
lstm,Graph_ckpt/best_model_20211105-08-39,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.717070804,0.505064567
lstm,Graph_ckpt/best_model_20211108-02-27,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.69477674,0.505064567
lstm,Graph_ckpt/best_model_20211110-20-54,0.5,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.69440461,0.505064567
lstm,Graph_ckpt/best_model_20211104-23-40,0.7,feat-all4,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.697485227,0.505016562
lstm,Graph_ckpt/best_model_20211106-10-57,0.5,feat-all5,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693923249,0.505016562
gcn,Graph_ckpt/best_model_20211109-03-50,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.700913742,0.505016562
pool,Graph_ckpt/best_model_20211109-22-52,0.2,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,1.669397784,0.505016562
mean,Graph_ckpt/best_model_0_20211109-04-45,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.721308753,0.504968556
lstm,Graph_ckpt/best_model_20211105-02-16,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.695652841,0.504968556
mean,Graph_ckpt/best_model_0_20211107-17-13,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.691989233,0.504872546
mean,Graph_ckpt/best_model_0_20211110-12-01,0.5,feat-all5,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.780077878,0.504872546
lstm,Graph_ckpt/best_model_20211110-07-30,0.2,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.695811692,0.504872546
lstm,Graph_ckpt/best_model_0_20211107-21-12,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693120302,0.50482454
mean,Graph_ckpt/best_model_0_20211108-14-04,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,36.4866057,0.50482454
mean,Graph_ckpt/best_model_0_20211110-22-42,0.7,feat-all3,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,64.12265333,0.50482454
lstm,Graph_ckpt/best_model_20211109-15-16,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693118681,0.504776535
mean,Graph_ckpt/best_model_20211109-22-33,0.2,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.713637877,0.50472853
lstm,Graph_ckpt/best_model_0_20211108-13-31,0.5,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693214238,0.504680524
mean,Graph_ckpt/best_model_20211105-07-20,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,1.749821034,0.504680524
gcn,Graph_ckpt/best_model_20211106-18-25,0.7,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.919733842,0.504680524
lstm,Graph_ckpt/best_model_20211107-04-10,0.7,feat-all5,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.696030062,0.504680524
lstm,Graph_ckpt/best_model_20211109-19-54,0.2,feat-all2,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.70952401,0.504680524
pool,Graph_ckpt/best_model_20211110-22-07,0.5,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,3015.97201,0.504680524
lstm,Graph_ckpt/best_model_20211107-19-03,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693125022,0.504584513
lstm,Graph_ckpt/best_model_0_20211110-17-58,0.7,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.100849011,0.504536508
lstm,Graph_ckpt/best_model_0_20211109-03-51,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.697614793,0.504488503
pool,Graph_ckpt/best_model_20211108-09-05,0.5,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.736910617,0.504488503
lstm,Graph_ckpt/best_model_20211108-10-07,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.85413407,0.504488503
mean,Graph_ckpt/best_model_0_20211109-22-39,0.2,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,5.488481511,0.504440497
mean,Graph_ckpt/best_model_20211111-00-15,0.5,feat-all7,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.804166614,0.504440497
pool,Graph_ckpt/best_model_20211103-21-02,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693168452,0.504392492
lstm,Graph_ckpt/best_model_20211109-01-42,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693113329,0.504392492
pool,Graph_ckpt/best_model_20211104-20-35,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.898957844,0.504344487
lstm,Graph_ckpt/best_model_20211108-07-34,0.5,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.704510541,0.504344487
lstm,Graph_ckpt/best_model_0_20211108-18-26,0.7,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.786484572,0.504296481
mean,Graph_ckpt/best_model_0_20211110-14-25,0.5,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693281187,0.504296481
lstm,Graph_ckpt/best_model_20211107-21-44,0.2,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.703041282,0.504296481
lstm,Graph_ckpt/best_model_0_20211105-10-41,0.2,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.695782253,0.504248476
mean,Graph_ckpt/best_model_0_20211109-07-08,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.861479927,0.504248476
lstm,Graph_ckpt/best_model_0_20211109-15-27,0.2,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.6951273,0.504248476
lstm,Graph_ckpt/best_model_20211107-08-19,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.699925284,0.504248476
lstm,Graph_ckpt/best_model_20211103-23-27,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.713058042,0.50420047
pool,Graph_ckpt/best_model_0_20211106-19-38,0.7,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,5.097484536,0.50420047
lstm,Graph_ckpt/best_model_20211108-15-46,0.5,feat-all5,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693231783,0.50420047
mean,Graph_ckpt/best_model_20211109-15-50,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,12.98807521,0.50420047
gcn,Graph_ckpt/best_model_0_20211108-20-43,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.842135586,0.504152465
pool,Graph_ckpt/best_model_0_20211109-07-28,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,1.122168122,0.504152465
mean,Graph_ckpt/best_model_0_20211110-14-05,0.5,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,11.20887878,0.504152465
mean,Graph_ckpt/best_model_20211103-21-51,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,6.056556674,0.50410446
gcn,Graph_ckpt/best_model_0_20211105-08-05,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.701830299,0.50410446
lstm,Graph_ckpt/best_model_0_20211109-21-54,0.2,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,10.27941774,0.50410446
lstm,Graph_ckpt/best_model_20211105-11-37,0.2,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.69393536,0.50410446
lstm,Graph_ckpt/best_model_20211105-16-19,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694383501,0.50410446
lstm,Graph_ckpt/best_model_20211106-18-45,0.7,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.694334852,0.50410446
lstm,Graph_ckpt/best_model_20211109-02-15,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693145901,0.50410446
lstm,Graph_ckpt/best_model_20211110-21-20,0.5,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.69527702,0.50410446
gcn,Graph_ckpt/best_model_0_20211108-05-53,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.694571096,0.504056454
mean,Graph_ckpt/best_model_0_20211110-03-06,0.5,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.694960582,0.504056454
gcn,Graph_ckpt/best_model_0_20211110-17-38,0.7,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,3.570951209,0.504056454
pool,Graph_ckpt/best_model_0_20211110-19-05,0.7,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,73.5355874,0.504056454
pool,Graph_ckpt/best_model_0_20211111-06-02,0.7,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,2564.628458,0.504056454
pool,Graph_ckpt/best_model_20211103-16-21,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,294.6095833,0.504056454
pool,Graph_ckpt/best_model_20211104-13-40,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,139.9354509,0.504056454
lstm,Graph_ckpt/best_model_20211104-14-19,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.693126614,0.504056454
pool,Graph_ckpt/best_model_20211106-02-34,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,395.4457168,0.504056454
gcn,Graph_ckpt/best_model_20211103-10-39,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,6.232273183,0.504008449
gcn,Graph_ckpt/best_model_20211103-10-57,0.2,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693116399,0.504008449
mean,Graph_ckpt/best_model_20211103-12-01,0.2,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.694458765,0.504008449
pool,Graph_ckpt/best_model_20211103-12-19,0.2,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693115857,0.504008449
gcn,Graph_ckpt/best_model_20211103-14-55,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,7.420843393,0.504008449
gcn,Graph_ckpt/best_model_20211103-20-44,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,4.517763726,0.504008449
mean,Graph_ckpt/best_model_20211103-22-10,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,1.092106506,0.504008449
gcn,Graph_ckpt/best_model_20211103-22-49,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,2.709983198,0.504008449
gcn,Graph_ckpt/best_model_20211103-23-08,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,2.958541074,0.504008449
mean,Graph_ckpt/best_model_20211104-00-13,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693126255,0.504008449
pool,Graph_ckpt/best_model_20211104-00-32,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.697705062,0.504008449
gcn,Graph_ckpt/best_model_20211104-01-20,0.5,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693132385,0.504008449
mean,Graph_ckpt/best_model_20211104-02-33,0.5,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693234359,0.504008449
gcn,Graph_ckpt/best_model_0_20211104-08-21,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,3.902409627,0.504008449
gcn,Graph_ckpt/best_model_0_20211104-08-40,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,34.02864367,0.504008449
lstm,Graph_ckpt/best_model_0_20211104-08-58,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693115821,0.504008449
mean,Graph_ckpt/best_model_0_20211104-09-43,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693130647,0.504008449
mean,Graph_ckpt/best_model_0_20211104-16-01,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,8.318367957,0.504008449
gcn,Graph_ckpt/best_model_0_20211104-16-39,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,2.225907972,0.504008449
mean,Graph_ckpt/best_model_0_20211104-18-12,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693118432,0.504008449
pool,Graph_ckpt/best_model_0_20211104-18-30,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693119036,0.504008449
gcn,Graph_ckpt/best_model_0_20211104-18-49,0.7,feat-all,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,6.111713054,0.504008449
lstm,Graph_ckpt/best_model_0_20211104-19-28,0.7,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693123976,0.504008449
mean,Graph_ckpt/best_model_0_20211104-20-17,0.7,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693129642,0.504008449
gcn,Graph_ckpt/best_model_0_20211104-23-33,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,3.102403863,0.504008449
mean,Graph_ckpt/best_model_0_20211105-00-40,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693247036,0.504008449
pool,Graph_ckpt/best_model_0_20211105-01-00,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693149489,0.504008449
mean,Graph_ckpt/best_model_0_20211105-07-07,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.701457688,0.504008449
gcn,Graph_ckpt/best_model_0_20211105-07-47,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,5.770628781,0.504008449
lstm,Graph_ckpt/best_model_0_20211105-08-27,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693121592,0.504008449
mean,Graph_ckpt/best_model_0_20211105-09-15,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.693125523,0.504008449
pool,Graph_ckpt/best_model_0_20211105-09-34,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693119099,0.504008449
gcn,Graph_ckpt/best_model_0_20211105-10-16,0.2,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693249284,0.504008449
mean,Graph_ckpt/best_model_0_20211105-11-32,0.2,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694469604,0.504008449
gcn,Graph_ckpt/best_model_0_20211105-14-42,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693118037,0.504008449
mean,Graph_ckpt/best_model_0_20211105-15-30,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693127455,0.504008449
mean,Graph_ckpt/best_model_0_20211105-15-55,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693143825,0.504008449
pool,Graph_ckpt/best_model_0_20211105-20-37,0.2,feat-all5,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693180886,0.504008449
mean,Graph_ckpt/best_model_0_20211105-22-26,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693117047,0.504008449
pool,Graph_ckpt/best_model_0_20211105-22-47,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.703491807,0.504008449
gcn,Graph_ckpt/best_model_0_20211105-23-26,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.913090007,0.504008449
lstm,Graph_ckpt/best_model_0_20211105-23-45,0.2,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693119791,0.504008449
mean,Graph_ckpt/best_model_0_20211106-00-36,0.2,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.720940272,0.504008449
gcn,Graph_ckpt/best_model_0_20211106-01-44,0.5,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693116374,0.504008449
lstm,Graph_ckpt/best_model_0_20211106-02-05,0.5,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693139957,0.504008449
mean,Graph_ckpt/best_model_0_20211106-02-35,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,46.86532794,0.504008449
pool,Graph_ckpt/best_model_0_20211106-03-19,0.5,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.704918782,0.504008449
lstm,Graph_ckpt/best_model_0_20211106-06-36,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693133718,0.504008449
mean,Graph_ckpt/best_model_0_20211106-07-25,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693439499,0.504008449
pool,Graph_ckpt/best_model_0_20211106-07-43,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693115957,0.504008449
gcn,Graph_ckpt/best_model_0_20211106-13-11,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693469729,0.504008449
mean,Graph_ckpt/best_model_0_20211106-14-29,0.5,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.705223958,0.504008449
gcn,Graph_ckpt/best_model_0_20211106-15-14,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.888667054,0.504008449
lstm,Graph_ckpt/best_model_0_20211106-15-53,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.86288153,0.504008449
mean,Graph_ckpt/best_model_0_20211106-16-25,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,5.283182653,0.504008449
mean,Graph_ckpt/best_model_0_20211106-16-47,0.5,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.700370894,0.504008449
mean,Graph_ckpt/best_model_0_20211106-18-58,0.7,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,3.356809103,0.504008449
mean,Graph_ckpt/best_model_0_20211106-19-18,0.7,feat-all,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693290504,0.504008449
mean,Graph_ckpt/best_model_0_20211106-21-30,0.7,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693117118,0.504008449
gcn,Graph_ckpt/best_model_0_20211106-22-36,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.880773974,0.504008449
mean,Graph_ckpt/best_model_0_20211106-23-46,0.7,feat-all3,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693154255,0.504008449
pool,Graph_ckpt/best_model_0_20211107-00-09,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.707450605,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-04-34,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,1.737746561,0.504008449
mean,Graph_ckpt/best_model_0_20211107-05-22,0.7,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,53.42817716,0.504008449
mean,Graph_ckpt/best_model_0_20211107-05-41,0.7,feat-all6,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693212884,0.504008449
pool,Graph_ckpt/best_model_0_20211107-05-59,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,1980.059972,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-06-19,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,14.52609823,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-06-38,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,3.614699954,0.504008449
mean,Graph_ckpt/best_model_0_20211107-07-53,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693118876,0.504008449
lstm,Graph_ckpt/best_model_0_20211107-09-12,0.2,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693636198,0.504008449
mean,Graph_ckpt/best_model_0_20211107-09-45,0.2,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693148532,0.504008449
mean,Graph_ckpt/best_model_0_20211107-10-07,0.2,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69313839,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-13-33,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.755026616,0.504008449
mean,Graph_ckpt/best_model_0_20211107-14-54,0.2,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693123894,0.504008449
pool,Graph_ckpt/best_model_0_20211107-15-14,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.693142378,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-20-25,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.95537651,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-20-47,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,13.65081367,0.504008449
mean,Graph_ckpt/best_model_0_20211107-22-05,0.2,feat-all6,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693116043,0.504008449
pool,Graph_ckpt/best_model_0_20211107-22-25,0.2,feat-all6,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,2076.17977,0.504008449
gcn,Graph_ckpt/best_model_0_20211107-22-44,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.851547588,0.504008449
